meter, pressure_hpa, bmp280_temp, CO2, O3
618.31, 939.72, 18.86, 731.00, 255.00
617.79, 939.78, 18.85, 724.00, 291.57
618.05, 939.75, 18.87, 738.00, 340.33
618.14, 939.74, 18.88, 736.00, 272.06
618.66, 939.68, 18.87, 738.00, 314.07
618.92, 939.65, 18.87, 726.00, 272.06
618.23, 939.73, 18.87, 738.00, 255.00
618.05, 939.75, 18.86, 736.00, 239.94
618.23, 939.73, 18.87, 726.00, 272.06
618.23, 939.73, 18.87, 734.00, 408.59
618.05, 939.75, 18.88, 736.00, 255.00
618.23, 939.73, 18.87, 745.00, 272.06
618.05, 939.75, 18.88, 736.00, 255.00
618.23, 939.73, 18.89, 734.00, 291.57
618.75, 939.67, 18.87, 734.00, 272.06
618.14, 939.74, 18.88, 731.00, 291.57
618.14, 939.74, 18.88, 738.00, 255.00
618.58, 939.69, 18.88, 719.00, 255.00
618.84, 939.66, 18.88, 736.00, 291.57
618.05, 939.75, 18.88, 731.00, 408.59
618.49, 939.70, 18.89, 734.00, 255.00
619.19, 939.62, 18.88, 736.00, 272.06
618.40, 939.71, 18.87, 734.00, 291.57
618.66, 939.68, 18.87, 745.00, 255.00
618.40, 939.71, 18.88, 741.00, 255.00
618.66, 939.68, 18.87, 734.00, 255.00
618.23, 939.73, 18.89, 738.00, 255.00
617.71, 939.79, 18.89, 736.00, 291.57
618.49, 939.70, 18.89, 731.00, 226.55
618.14, 939.74, 18.90, 736.00, 291.57
619.10, 939.63, 18.87, 745.00, 255.00
618.58, 939.69, 18.90, 722.00, 255.00
618.23, 939.73, 18.89, 741.00, 255.00
618.31, 939.72, 18.88, 722.00, 255.00
618.49, 939.70, 18.88, 734.00, 272.06
617.88, 939.77, 18.88, 738.00, 255.00
617.97, 939.76, 18.89, 734.00, 255.00
617.88, 939.77, 18.90, 738.00, 255.00
618.40, 939.71, 18.89, 734.00, 291.57
617.79, 939.78, 18.89, 736.00, 255.00
617.97, 939.76, 18.89, 734.00, 255.00
617.97, 939.76, 18.89, 734.00, 291.57
617.97, 939.76, 18.89, 734.00, 584.13
617.97, 939.76, 18.89, 738.00, 291.57
617.97, 939.76, 18.89, 736.00, 255.00
617.62, 939.80, 18.90, 736.00, 226.55
617.62, 939.80, 18.90, 719.00, 255.00
618.49, 939.70, 18.90, 752.00, 291.57
617.97, 939.76, 18.89, 738.00, 291.57
617.97, 939.76, 18.89, 738.00, 272.06
618.23, 939.73, 18.89, 731.00, 272.06
617.53, 939.81, 18.91, 731.00, 291.57
618.05, 939.75, 18.90, 722.00, 291.57
617.97, 939.76, 18.89, 738.00, 255.00
617.88, 939.77, 18.90, 731.00, 291.57
617.44, 939.82, 18.89, 719.00, 255.00
617.62, 939.80, 18.90, 734.00, 255.00
619.45, 939.59, 18.78, 734.00, 255.00
617.01, 939.87, 18.91, 734.00, 255.00
617.27, 939.84, 18.91, 734.00, 291.57
617.62, 939.80, 18.90, 736.00, 239.94
617.71, 939.79, 18.91, 736.00, 194.04
617.27, 939.84, 18.91, 736.00, 291.57
617.01, 939.87, 18.91, 741.00, 255.00
617.79, 939.78, 18.90, 736.00, 255.00
617.27, 939.84, 18.91, 734.00, 454.10
617.71, 939.79, 18.91, 736.00, 255.00
617.88, 939.77, 18.91, 726.00, 255.00
617.62, 939.80, 18.92, 736.00, 255.00
617.71, 939.79, 18.91, 736.00, 239.94
617.71, 939.79, 18.91, 738.00, 272.06
617.71, 939.79, 18.91, 736.00, 255.00
617.71, 939.79, 18.91, 736.00, 214.58
617.97, 939.76, 18.91, 734.00, 255.00
618.40, 939.71, 18.91, 738.00, 291.57
618.40, 939.71, 18.91, 736.00, 239.94
617.97, 939.76, 18.91, 745.00, 255.00
618.31, 939.72, 18.92, 734.00, 291.57
617.88, 939.77, 18.92, 741.00, 255.00
617.62, 939.80, 18.92, 731.00, 291.57
618.05, 939.75, 18.92, 736.00, 239.94
618.05, 939.75, 18.92, 731.00, 255.00
618.05, 939.75, 18.92, 734.00, 371.36
618.23, 939.73, 18.91, 736.00, 272.06
618.66, 939.68, 18.91, 738.00, 255.00
617.97, 939.76, 18.93, 734.00, 291.57
618.05, 939.75, 18.92, 743.00, 255.00
618.40, 939.71, 18.91, 736.00, 255.00
618.23, 939.73, 18.91, 734.00, 255.00
618.23, 939.73, 18.92, 734.00, 156.54
618.23, 939.73, 18.92, 736.00, 272.06
617.88, 939.77, 18.91, 734.00, 185.18
618.31, 939.72, 18.93, 734.00, 255.00
618.14, 939.74, 18.91, 734.00, 255.00
617.71, 939.79, 18.93, 731.00, 291.57
618.23, 939.73, 18.92, 734.00, 255.00
618.23, 939.73, 18.92, 738.00, 291.57
617.79, 939.78, 18.92, 734.00, 226.55
617.79, 939.78, 18.92, 736.00, 408.59
618.40, 939.71, 18.93, 745.00, 291.57
618.14, 939.74, 18.93, 734.00, 272.06
618.31, 939.72, 18.93, 736.00, 255.00
618.14, 939.74, 18.93, 736.00, 255.00
618.05, 939.75, 18.92, 731.00, 255.00
617.97, 939.76, 18.93, 734.00, 371.36
618.31, 939.72, 18.93, 736.00, 272.06
617.97, 939.76, 18.93, 745.00, 255.00
618.31, 939.72, 18.93, 722.00, 255.00
618.23, 939.73, 18.91, 736.00, 255.00
618.14, 939.74, 18.93, 734.00, 371.36
618.31, 939.72, 18.93, 738.00, 226.55
618.31, 939.72, 18.93, 736.00, 272.06
618.31, 939.72, 18.92, 741.00, 291.57
617.71, 939.79, 18.93, 741.00, 226.55
618.58, 939.69, 18.93, 736.00, 255.00
618.84, 939.66, 18.93, 722.00, 255.00
618.58, 939.69, 18.92, 736.00, 272.06
618.84, 939.66, 18.93, 736.00, 255.00
618.49, 939.70, 18.94, 734.00, 255.00
618.92, 939.65, 18.94, 736.00, 255.00
618.75, 939.67, 18.94, 726.00, 255.00
618.84, 939.66, 18.93, 738.00, 226.55
618.31, 939.72, 18.93, 731.00, 255.00
618.75, 939.67, 18.94, 731.00, 255.00
618.66, 939.68, 18.94, 736.00, 255.00
618.49, 939.70, 18.94, 741.00, 255.00
619.27, 939.61, 18.93, 736.00, 185.18
618.66, 939.68, 18.93, 734.00, 194.04
619.27, 939.61, 18.93, 736.00, 272.06
618.23, 939.73, 18.94, 734.00, 214.58
618.92, 939.65, 18.94, 734.00, 314.07
619.01, 939.64, 18.94, 736.00, 272.06
618.66, 939.68, 18.94, 745.00, 272.06
618.66, 939.68, 18.92, 736.00, 255.00
619.01, 939.64, 18.94, 731.00, 291.57
618.66, 939.68, 18.94, 736.00, 371.36
618.84, 939.66, 18.94, 734.00, 272.06
618.66, 939.68, 18.94, 736.00, 214.58
618.75, 939.67, 18.94, 738.00, 239.94
619.01, 939.64, 18.94, 736.00, 291.57
618.05, 939.75, 18.95, 722.00, 239.94
618.66, 939.68, 18.94, 736.00, 272.06
618.66, 939.68, 18.92, 745.00, 291.57
618.92, 939.65, 18.94, 734.00, 291.57
618.05, 939.75, 18.95, 726.00, 255.00
618.58, 939.69, 18.93, 734.00, 272.06
618.31, 939.72, 18.95, 734.00, 255.00
618.40, 939.71, 18.94, 736.00, 255.00
618.58, 939.69, 18.95, 736.00, 255.00
618.58, 939.69, 18.96, 734.00, 371.36
618.66, 939.68, 18.96, 736.00, 239.94
618.23, 939.73, 18.96, 724.00, 255.00
618.05, 939.75, 18.95, 722.00, 272.06
619.10, 939.63, 18.96, 731.00, 255.00
618.23, 939.73, 18.95, 738.00, 214.58
619.45, 939.59, 18.95, 726.00, 272.06
618.75, 939.67, 18.95, 741.00, 226.55
618.23, 939.73, 18.95, 724.00, 255.00
618.40, 939.71, 18.96, 741.00, 272.06
618.66, 939.68, 18.96, 745.00, 291.57
618.23, 939.73, 18.96, 738.00, 314.07
618.58, 939.69, 18.95, 736.00, 454.10
618.23, 939.73, 18.96, 736.00, 272.06
618.49, 939.70, 18.95, 734.00, 291.57
618.84, 939.66, 18.94, 757.00, 255.00
618.14, 939.74, 18.96, 734.00, 255.00
618.23, 939.73, 18.96, 738.00, 239.94
619.10, 939.63, 18.91, 736.00, 371.36
618.23, 939.73, 18.96, 741.00, 255.00
618.40, 939.71, 18.96, 734.00, 255.00
618.23, 939.73, 18.95, 738.00, 255.00
618.75, 939.67, 18.95, 722.00, 255.00
618.31, 939.72, 18.95, 722.00, 291.57
618.58, 939.69, 18.96, 734.00, 239.94
618.49, 939.70, 18.97, 738.00, 255.00
618.31, 939.72, 18.97, 734.00, 291.57
618.58, 939.69, 18.96, 736.00, 255.00
618.31, 939.72, 18.96, 734.00, 291.57
618.31, 939.72, 18.97, 736.00, 255.00
618.14, 939.74, 18.96, 734.00, 255.00
618.14, 939.74, 18.98, 736.00, 214.58
618.66, 939.68, 18.98, 734.00, 255.00
618.84, 939.66, 18.96, 734.00, 255.00
618.31, 939.72, 18.96, 734.00, 291.57
618.23, 939.73, 18.97, 736.00, 239.94
618.75, 939.67, 18.97, 734.00, 340.33
618.49, 939.70, 18.97, 736.00, 255.00
618.31, 939.72, 18.96, 722.00, 272.06
617.88, 939.77, 18.96, 724.00, 255.00
617.88, 939.77, 18.98, 734.00, 255.00
618.31, 939.72, 18.97, 734.00, 255.00
619.10, 939.63, 18.94, 736.00, 255.00
618.49, 939.70, 18.97, 731.00, 272.06
618.75, 939.67, 18.98, 736.00, 291.57
618.66, 939.68, 18.98, 736.00, 255.00
618.49, 939.70, 18.97, 755.00, 272.06
618.23, 939.73, 18.97, 726.00, 454.10
618.92, 939.65, 18.97, 745.00, 255.00
618.92, 939.65, 18.97, 736.00, 255.00
618.66, 939.68, 18.98, 738.00, 314.07
618.66, 939.68, 18.97, 736.00, 408.59
618.40, 939.71, 18.98, 738.00, 255.00
618.23, 939.73, 18.99, 748.00, 255.00
618.84, 939.66, 18.98, 736.00, 255.00
618.40, 939.71, 18.99, 738.00, 291.57
618.49, 939.70, 18.99, 734.00, 226.55
618.75, 939.67, 18.99, 738.00, 239.94
618.58, 939.69, 18.98, 717.00, 291.57
619.27, 939.61, 18.98, 736.00, 255.00
618.92, 939.65, 18.99, 745.00, 255.00
618.75, 939.67, 18.98, 734.00, 239.94
618.66, 939.68, 18.99, 759.00, 255.00
619.19, 939.62, 18.99, 752.00, 291.57
618.49, 939.70, 18.99, 736.00, 203.80
618.40, 939.71, 18.99, 736.00, 371.36
618.40, 939.71, 18.99, 752.00, 255.00
618.58, 939.69, 18.98, 736.00, 272.06
618.75, 939.67, 18.99, 734.00, 272.06
618.84, 939.66, 18.98, 738.00, 255.00
619.19, 939.62, 18.99, 722.00, 272.06
618.75, 939.67, 18.95, 741.00, 272.06
618.92, 939.65, 18.99, 738.00, 239.94
618.31, 939.72, 19.00, 736.00, 291.57
618.40, 939.71, 18.99, 734.00, 239.94
618.23, 939.73, 18.99, 734.00, 255.00
618.40, 939.71, 18.99, 719.00, 255.00
618.58, 939.69, 19.00, 741.00, 226.55
618.05, 939.75, 18.99, 738.00, 291.57
619.10, 939.63, 18.99, 736.00, 239.94
618.31, 939.72, 18.96, 724.00, 371.36
618.66, 939.68, 18.98, 755.00, 272.06
618.40, 939.71, 18.99, 719.00, 291.57
618.58, 939.69, 19.00, 726.00, 272.06
618.40, 939.71, 19.00, 724.00, 272.06
618.31, 939.72, 19.00, 736.00, 272.06
617.79, 939.78, 19.01, 736.00, 291.57
618.84, 939.66, 18.96, 738.00, 272.06
618.23, 939.73, 19.01, 734.00, 255.00
618.40, 939.71, 19.00, 738.00, 255.00
618.75, 939.67, 18.99, 734.00, 255.00
618.66, 939.68, 18.99, 736.00, 272.06
618.40, 939.71, 18.99, 736.00, 255.00
617.88, 939.77, 19.00, 734.00, 272.06
617.62, 939.80, 19.00, 738.00, 255.00
618.58, 939.69, 19.00, 736.00, 291.57
618.58, 939.69, 19.00, 729.00, 272.06
618.40, 939.71, 19.00, 736.00, 272.06
618.92, 939.65, 19.01, 734.00, 239.94
618.49, 939.70, 19.00, 734.00, 255.00
618.05, 939.75, 19.00, 736.00, 194.04
618.75, 939.67, 19.00, 741.00, 239.94
618.40, 939.71, 19.01, 722.00, 239.94
617.97, 939.76, 19.01, 722.00, 255.00
618.31, 939.72, 19.00, 736.00, 255.00
617.97, 939.76, 19.01, 741.00, 255.00
618.14, 939.74, 19.00, 745.00, 255.00
617.88, 939.77, 19.00, 778.00, 272.06
618.40, 939.71, 18.99, 738.00, 255.00
618.23, 939.73, 18.99, 741.00, 454.10
618.49, 939.70, 19.01, 743.00, 272.06
617.62, 939.80, 19.00, 738.00, 291.57
617.97, 939.76, 19.01, 731.00, 291.57
617.44, 939.82, 19.00, 738.00, 255.00
618.14, 939.74, 19.01, 734.00, 255.00
618.14, 939.74, 19.01, 736.00, 272.06
617.88, 939.77, 19.00, 736.00, 272.06
617.79, 939.78, 19.01, 736.00, 371.36
618.14, 939.74, 19.01, 722.00, 255.00
617.62, 939.80, 19.00, 736.00, 272.06
618.40, 939.71, 19.00, 734.00, 255.00
617.88, 939.77, 19.00, 734.00, 272.06
617.97, 939.76, 19.01, 736.00, 272.06
618.05, 939.75, 19.00, 738.00, 255.00
618.31, 939.72, 19.00, 738.00, 255.00
618.14, 939.74, 19.01, 738.00, 272.06
618.05, 939.75, 19.02, 738.00, 314.07
618.49, 939.70, 19.01, 745.00, 255.00
618.40, 939.71, 19.01, 736.00, 255.00
618.92, 939.65, 19.01, 745.00, 291.57
617.97, 939.76, 19.01, 738.00, 272.06
618.92, 939.65, 19.02, 738.00, 239.94
618.14, 939.74, 19.01, 738.00, 291.57
618.31, 939.72, 19.02, 734.00, 255.00
618.40, 939.71, 19.02, 734.00, 291.57
618.75, 939.67, 19.02, 741.00, 255.00
618.31, 939.72, 19.01, 736.00, 272.06
618.84, 939.66, 19.01, 738.00, 371.36
618.58, 939.69, 19.01, 726.00, 255.00
618.14, 939.74, 19.01, 729.00, 226.55
618.75, 939.67, 19.02, 743.00, 255.00
618.58, 939.69, 19.01, 726.00, 291.57
617.88, 939.77, 19.03, 719.00, 255.00
618.40, 939.71, 19.03, 736.00, 371.36
618.31, 939.72, 19.02, 741.00, 255.00
618.40, 939.71, 19.02, 736.00, 291.57
618.14, 939.74, 19.03, 734.00, 291.57
618.66, 939.68, 19.02, 734.00, 272.06
618.58, 939.69, 19.03, 738.00, 272.06
618.40, 939.71, 19.03, 736.00, 291.57
618.49, 939.70, 19.02, 734.00, 272.06
618.58, 939.69, 19.03, 734.00, 291.57
618.14, 939.74, 19.03, 736.00, 255.00
618.75, 939.67, 19.03, 745.00, 255.00
618.23, 939.73, 19.04, 736.00, 272.06
618.75, 939.67, 19.03, 764.00, 272.06
617.88, 939.77, 19.03, 738.00, 203.80
618.14, 939.74, 19.03, 736.00, 255.00
618.58, 939.69, 19.03, 741.00, 291.57
618.58, 939.69, 19.03, 738.00, 291.57
618.31, 939.72, 19.03, 734.00, 226.55
618.23, 939.73, 19.02, 734.00, 272.06
618.40, 939.71, 19.03, 734.00, 291.57
618.05, 939.75, 19.03, 734.00, 255.00
618.40, 939.71, 19.03, 722.00, 226.55
618.31, 939.72, 19.03, 736.00, 255.00
618.49, 939.70, 19.04, 736.00, 185.18
618.05, 939.75, 19.04, 736.00, 255.00
617.97, 939.76, 19.04, 726.00, 255.00
617.97, 939.76, 19.04, 738.00, 226.55
618.23, 939.73, 19.04, 734.00, 291.57
618.31, 939.72, 19.05, 741.00, 255.00
617.97, 939.76, 19.04, 741.00, 291.57
618.49, 939.70, 19.04, 738.00, 371.36
618.14, 939.74, 19.05, 736.00, 255.00
618.05, 939.75, 19.03, 736.00, 272.06
618.58, 939.69, 19.05, 736.00, 291.57
618.31, 939.72, 19.03, 745.00, 239.94
618.49, 939.70, 19.04, 738.00, 255.00
618.31, 939.72, 19.05, 745.00, 239.94
618.40, 939.71, 19.04, 736.00, 291.57
618.14, 939.74, 19.05, 736.00, 272.06
618.05, 939.75, 19.04, 738.00, 371.36
617.79, 939.78, 19.05, 734.00, 255.00
618.58, 939.69, 19.03, 736.00, 255.00
618.14, 939.74, 19.05, 729.00, 255.00
618.84, 939.66, 19.03, 748.00, 291.57
618.14, 939.74, 19.04, 734.00, 255.00
617.97, 939.76, 19.06, 736.00, 226.55
618.58, 939.69, 19.05, 738.00, 291.57
618.40, 939.71, 19.03, 731.00, 226.55
618.84, 939.66, 19.05, 738.00, 255.00
618.75, 939.67, 19.05, 745.00, 272.06
618.84, 939.66, 19.05, 743.00, 255.00
618.75, 939.67, 19.05, 734.00, 272.06
619.01, 939.64, 19.05, 736.00, 291.57
618.75, 939.67, 19.05, 741.00, 291.57
619.01, 939.64, 19.05, 736.00, 291.57
619.01, 939.64, 19.05, 736.00, 255.00
619.10, 939.63, 19.06, 738.00, 255.00
618.66, 939.68, 19.06, 736.00, 255.00
618.31, 939.72, 19.07, 755.00, 272.06
618.49, 939.70, 19.06, 738.00, 239.94
618.58, 939.69, 19.05, 745.00, 291.57
618.66, 939.68, 19.04, 734.00, 291.57
618.75, 939.67, 19.07, 741.00, 255.00
618.14, 939.74, 19.06, 750.00, 226.55
618.23, 939.73, 19.06, 731.00, 272.06
618.58, 939.69, 19.05, 738.00, 314.07
618.14, 939.74, 19.06, 736.00, 239.94
618.58, 939.69, 19.06, 736.00, 291.57
618.31, 939.72, 19.05, 738.00, 239.94
618.05, 939.75, 19.07, 738.00, 226.55
618.40, 939.71, 19.06, 734.00, 371.36
617.97, 939.76, 19.08, 738.00, 255.00
618.40, 939.71, 19.06, 741.00, 255.00
618.40, 939.71, 19.06, 741.00, 291.57
617.88, 939.77, 19.07, 738.00, 272.06
618.58, 939.69, 19.06, 736.00, 272.06
618.05, 939.75, 19.07, 722.00, 255.00
618.58, 939.69, 19.06, 745.00, 255.00
618.23, 939.73, 19.06, 734.00, 255.00
618.58, 939.69, 19.07, 736.00, 255.00
618.84, 939.66, 19.06, 743.00, 226.55
618.75, 939.67, 19.07, 736.00, 291.57
618.14, 939.74, 19.06, 734.00, 272.06
618.23, 939.73, 19.06, 738.00, 255.00
618.84, 939.66, 19.06, 722.00, 255.00
618.58, 939.69, 19.07, 748.00, 291.57
618.31, 939.72, 19.07, 755.00, 255.00
618.58, 939.69, 19.06, 738.00, 272.06
618.84, 939.66, 19.06, 734.00, 291.57
618.92, 939.65, 19.06, 736.00, 371.36
618.58, 939.69, 19.06, 738.00, 214.58
618.49, 939.70, 19.07, 715.00, 226.55
618.58, 939.69, 19.07, 741.00, 255.00
618.31, 939.72, 19.07, 734.00, 255.00
618.75, 939.67, 19.07, 736.00, 272.06
618.49, 939.70, 19.07, 734.00, 255.00
618.58, 939.69, 19.07, 736.00, 255.00
619.01, 939.64, 19.08, 741.00, 272.06
618.58, 939.69, 19.08, 731.00, 255.00
618.92, 939.65, 19.07, 719.00, 340.33
618.49, 939.70, 19.05, 752.00, 255.00
618.05, 939.75, 19.07, 741.00, 291.57
618.75, 939.67, 19.05, 736.00, 255.00
618.92, 939.65, 19.08, 734.00, 255.00
618.75, 939.67, 19.07, 726.00, 291.57
619.01, 939.64, 19.08, 734.00, 314.07
619.36, 939.60, 19.08, 738.00, 272.06
618.75, 939.67, 19.07, 738.00, 255.00
618.40, 939.71, 19.08, 736.00, 255.00
619.27, 939.61, 19.05, 736.00, 239.94
618.49, 939.70, 19.07, 738.00, 255.00
618.92, 939.65, 19.07, 726.00, 272.06
618.40, 939.71, 19.08, 731.00, 255.00
618.92, 939.65, 19.08, 745.00, 291.57
618.49, 939.70, 19.09, 738.00, 255.00
618.92, 939.65, 19.08, 722.00, 255.00
618.49, 939.70, 19.09, 734.00, 226.55
618.58, 939.69, 19.08, 738.00, 255.00
618.75, 939.67, 19.07, 736.00, 255.00
619.45, 939.59, 19.09, 743.00, 291.57
618.75, 939.67, 19.07, 738.00, 239.94
620.06, 939.52, 18.95, 734.00, 255.00
618.84, 939.66, 19.08, 734.00, 255.00
618.49, 939.70, 19.09, 741.00, 408.59
618.84, 939.66, 19.08, 736.00, 255.00
618.40, 939.71, 19.08, 736.00, 255.00
618.14, 939.74, 19.08, 738.00, 255.00
618.40, 939.71, 19.08, 734.00, 255.00
618.31, 939.72, 19.09, 736.00, 291.57
618.23, 939.73, 19.09, 741.00, 226.55
617.79, 939.78, 19.09, 736.00, 255.00
618.23, 939.73, 19.08, 736.00, 255.00
618.58, 939.69, 19.08, 726.00, 272.06
618.49, 939.70, 19.09, 741.00, 272.06
618.66, 939.68, 19.09, 736.00, 255.00
618.75, 939.67, 19.09, 726.00, 255.00
618.58, 939.69, 19.08, 738.00, 255.00
618.58, 939.69, 19.08, 722.00, 255.00
618.49, 939.70, 19.09, 736.00, 255.00
618.75, 939.67, 19.09, 734.00, 255.00
618.31, 939.72, 19.09, 726.00, 255.00
618.49, 939.70, 19.09, 726.00, 272.06
618.75, 939.67, 19.09, 741.00, 255.00
619.01, 939.64, 19.08, 738.00, 255.00
618.75, 939.67, 19.09, 736.00, 314.07
618.66, 939.68, 19.09, 736.00, 255.00
618.40, 939.71, 19.08, 722.00, 255.00
618.49, 939.70, 19.09, 736.00, 255.00
618.75, 939.67, 19.09, 729.00, 255.00
618.84, 939.66, 19.08, 745.00, 291.57
618.14, 939.74, 19.10, 736.00, 255.00
619.45, 939.59, 19.09, 736.00, 255.00
618.66, 939.68, 19.09, 743.00, 255.00
618.66, 939.68, 19.08, 734.00, 272.06
618.40, 939.71, 19.08, 726.00, 239.94
618.40, 939.71, 19.09, 736.00, 272.06
618.40, 939.71, 19.08, 738.00, 272.06
618.31, 939.72, 19.10, 726.00, 340.33
617.88, 939.77, 19.10, 738.00, 255.00
618.49, 939.70, 19.09, 738.00, 272.06
618.84, 939.66, 19.08, 734.00, 255.00
617.97, 939.76, 19.08, 736.00, 255.00
618.40, 939.71, 19.09, 736.00, 255.00
618.05, 939.75, 19.07, 738.00, 214.58
618.05, 939.75, 19.10, 736.00, 239.94
618.05, 939.75, 19.10, 741.00, 291.57
618.23, 939.73, 19.10, 736.00, 194.04
617.97, 939.76, 19.11, 738.00, 255.00
618.14, 939.74, 19.10, 736.00, 255.00
618.14, 939.74, 19.10, 734.00, 340.33
617.62, 939.80, 19.10, 734.00, 272.06
618.23, 939.73, 19.10, 745.00, 272.06
618.23, 939.73, 19.10, 734.00, 291.57
618.23, 939.73, 19.11, 738.00, 255.00
619.01, 939.64, 19.07, 736.00, 272.06
618.75, 939.67, 19.10, 738.00, 314.07
617.88, 939.77, 19.11, 748.00, 255.00
618.05, 939.75, 19.10, 738.00, 255.00
630.78, 938.29, 18.19, 748.00, 255.00
618.31, 939.72, 19.12, 741.00, 255.00
618.49, 939.70, 19.10, 734.00, 272.06
618.58, 939.69, 19.10, 726.00, 226.55
618.05, 939.75, 19.12, 748.00, 255.00
618.75, 939.67, 19.10, 738.00, 255.00
618.14, 939.74, 19.11, 741.00, 291.57
618.40, 939.71, 19.11, 745.00, 255.00
618.58, 939.69, 19.11, 736.00, 291.57
618.31, 939.72, 19.12, 736.00, 255.00
618.58, 939.69, 19.12, 741.00, 255.00
618.58, 939.69, 19.12, 738.00, 239.94
618.66, 939.68, 19.11, 741.00, 255.00
619.01, 939.64, 19.12, 722.00, 255.00
618.31, 939.72, 19.12, 738.00, 194.04
618.40, 939.71, 19.13, 745.00, 255.00
619.10, 939.63, 19.13, 741.00, 255.00
619.10, 939.63, 19.11, 729.00, 255.00
618.58, 939.69, 19.11, 745.00, 255.00
619.10, 939.63, 19.11, 741.00, 255.00
619.27, 939.61, 19.11, 745.00, 272.06
619.10, 939.63, 19.11, 741.00, 255.00
618.40, 939.71, 19.11, 736.00, 255.00
618.23, 939.73, 19.10, 736.00, 272.06
618.58, 939.69, 19.12, 726.00, 291.57
618.58, 939.69, 19.10, 741.00, 272.06
618.23, 939.73, 19.11, 745.00, 255.00
618.40, 939.71, 19.13, 738.00, 255.00
618.75, 939.67, 19.14, 738.00, 272.06
619.45, 939.59, 19.10, 734.00, 255.00
618.05, 939.75, 19.14, 734.00, 255.00
618.31, 939.72, 19.14, 726.00, 255.00
619.01, 939.64, 19.14, 738.00, 272.06
618.58, 939.69, 19.15, 736.00, 408.59
618.75, 939.67, 19.14, 736.00, 255.00
619.10, 939.63, 19.14, 734.00, 255.00
619.01, 939.64, 19.12, 745.00, 255.00
618.31, 939.72, 19.14, 745.00, 314.07
619.01, 939.64, 19.13, 736.00, 291.57
617.97, 939.76, 19.14, 736.00, 291.57
618.23, 939.73, 19.14, 741.00, 340.33
618.66, 939.68, 19.14, 736.00, 255.00
618.49, 939.70, 19.14, 734.00, 272.06
618.58, 939.69, 19.15, 736.00, 226.55
618.66, 939.68, 19.14, 745.00, 272.06
618.23, 939.73, 19.14, 738.00, 314.07
618.66, 939.68, 19.14, 734.00, 272.06
618.66, 939.68, 19.14, 738.00, 371.36
618.58, 939.69, 19.15, 736.00, 291.57
618.58, 939.69, 19.15, 734.00, 255.00
618.75, 939.67, 19.15, 741.00, 408.59
618.92, 939.65, 19.16, 736.00, 255.00
619.10, 939.63, 19.15, 741.00, 255.00
618.92, 939.65, 19.16, 722.00, 255.00
618.75, 939.67, 19.14, 736.00, 272.06
619.01, 939.64, 19.15, 745.00, 255.00
618.75, 939.67, 19.15, 741.00, 255.00
618.58, 939.69, 19.15, 741.00, 291.57
618.58, 939.69, 19.15, 736.00, 255.00
619.27, 939.61, 19.15, 729.00, 272.06
618.75, 939.67, 19.14, 736.00, 272.06
618.75, 939.67, 19.15, 736.00, 255.00
619.01, 939.64, 19.15, 726.00, 255.00
619.10, 939.63, 19.14, 731.00, 291.57
618.75, 939.67, 19.16, 741.00, 255.00
618.23, 939.73, 19.16, 738.00, 272.06
619.19, 939.62, 19.16, 738.00, 340.33
619.53, 939.58, 19.15, 731.00, 291.57
618.92, 939.65, 19.16, 745.00, 255.00
618.58, 939.69, 19.16, 726.00, 1364.31
618.66, 939.68, 19.16, 736.00, 255.00
618.92, 939.65, 19.16, 736.00, 272.06
618.66, 939.68, 19.16, 734.00, 291.57
619.01, 939.64, 19.15, 745.00, 255.00
618.92, 939.65, 19.16, 736.00, 255.00
618.75, 939.67, 19.14, 734.00, 255.00
618.75, 939.67, 19.15, 741.00, 291.57
619.36, 939.60, 19.16, 738.00, 291.57
618.92, 939.65, 19.16, 734.00, 255.00
619.10, 939.63, 19.16, 741.00, 255.00
618.84, 939.66, 19.16, 745.00, 255.00
619.01, 939.64, 19.16, 741.00, 255.00
618.84, 939.66, 19.16, 736.00, 255.00
618.92, 939.65, 19.17, 741.00, 255.00
619.10, 939.63, 19.16, 729.00, 408.59
618.66, 939.68, 19.16, 738.00, 255.00
618.75, 939.67, 19.17, 736.00, 291.57
619.01, 939.64, 19.16, 738.00, 255.00
618.84, 939.66, 19.16, 734.00, 291.57
619.01, 939.64, 19.16, 743.00, 255.00
619.27, 939.61, 19.16, 736.00, 314.07
619.01, 939.64, 19.16, 738.00, 214.58
618.84, 939.66, 19.16, 738.00, 255.00
618.58, 939.69, 19.16, 738.00, 255.00
619.10, 939.63, 19.16, 738.00, 239.94
618.84, 939.66, 19.16, 724.00, 255.00
618.31, 939.72, 19.17, 738.00, 314.07
619.01, 939.64, 19.16, 734.00, 291.57
618.23, 939.73, 19.17, 736.00, 255.00
618.75, 939.67, 19.17, 748.00, 272.06
618.66, 939.68, 19.17, 736.00, 291.57
619.01, 939.64, 19.17, 736.00, 255.00
618.66, 939.68, 19.17, 741.00, 291.57
618.66, 939.68, 19.17, 736.00, 255.00
618.84, 939.66, 19.16, 731.00, 272.06
618.75, 939.67, 19.17, 738.00, 291.57
619.01, 939.64, 19.17, 738.00, 239.94
619.01, 939.64, 19.17, 741.00, 255.00
618.31, 939.72, 19.16, 738.00, 194.04
618.75, 939.67, 19.17, 734.00, 255.00
619.01, 939.64, 19.17, 736.00, 255.00
618.66, 939.68, 19.17, 736.00, 185.18
