meter, pressure_hpa, bmp280_temp, CO2, O3
537.78, 946.41, 20.05, 764.00, 272.06
537.25, 946.47, 20.06, 764.00, 314.07
537.60, 946.43, 20.05, 764.00, 291.57
537.51, 946.44, 20.06, 769.00, 291.57
537.25, 946.47, 20.06, 774.00, 371.36
537.51, 946.44, 20.06, 764.00, 291.57
537.60, 946.43, 20.05, 767.00, 255.00
537.60, 946.43, 20.05, 767.00, 291.57
537.25, 946.47, 20.06, 767.00, 408.59
537.51, 946.44, 20.06, 769.00, 371.36
537.34, 946.46, 20.05, 771.00, 255.00
537.51, 946.44, 20.04, 776.00, 291.57
537.16, 946.48, 20.05, 769.00, 291.57
537.78, 946.41, 20.04, 769.00, 340.33
537.60, 946.43, 20.05, 767.00, 272.06
536.98, 946.50, 20.05, 764.00, 255.00
537.51, 946.44, 20.06, 771.00, 255.00
537.25, 946.47, 20.06, 764.00, 255.00
537.34, 946.46, 20.05, 759.00, 340.33
537.60, 946.43, 20.05, 759.00, 272.06
537.51, 946.44, 20.04, 771.00, 255.00
537.42, 946.45, 20.05, 764.00, 291.57
537.07, 946.49, 20.05, 769.00, 272.06
537.60, 946.43, 20.05, 767.00, 255.00
537.07, 946.49, 20.05, 764.00, 291.57
537.51, 946.44, 20.04, 764.00, 291.57
537.25, 946.47, 20.04, 757.00, 291.57
537.16, 946.48, 20.05, 755.00, 255.00
537.42, 946.45, 20.05, 764.00, 255.00
537.51, 946.44, 20.04, 771.00, 272.06
537.16, 946.48, 20.05, 774.00, 255.00
537.07, 946.49, 20.04, 767.00, 255.00
537.07, 946.49, 20.04, 771.00, 272.06
536.98, 946.50, 20.04, 764.00, 239.94
537.34, 946.46, 20.04, 767.00, 226.55
537.16, 946.48, 20.03, 769.00, 291.57
536.81, 946.52, 20.04, 767.00, 291.57
537.25, 946.47, 20.04, 767.00, 291.57
536.90, 946.51, 20.03, 767.00, 272.06
537.34, 946.46, 20.04, 771.00, 272.06
537.60, 946.43, 20.03, 767.00, 272.06
537.16, 946.48, 20.03, 785.00, 226.55
537.07, 946.49, 20.04, 764.00, 255.00
537.16, 946.48, 20.03, 767.00, 255.00
537.25, 946.47, 20.02, 767.00, 255.00
537.34, 946.46, 20.03, 769.00, 291.57
537.51, 946.44, 20.04, 771.00, 255.00
537.51, 946.44, 20.04, 767.00, 255.00
537.16, 946.48, 20.03, 771.00, 291.57
537.07, 946.49, 20.04, 764.00, 255.00
537.34, 946.46, 20.04, 769.00, 255.00
537.51, 946.44, 20.04, 762.00, 255.00
537.87, 946.40, 20.03, 764.00, 454.10
537.51, 946.44, 20.04, 752.00, 255.00
537.69, 946.42, 20.03, 769.00, 272.06
536.81, 946.52, 20.04, 769.00, 291.57
536.98, 946.50, 20.04, 757.00, 255.00
536.81, 946.52, 20.04, 767.00, 291.57
537.60, 946.43, 20.03, 769.00, 255.00
536.90, 946.51, 20.03, 774.00, 255.00
537.07, 946.49, 20.02, 769.00, 272.06
537.87, 946.40, 20.03, 767.00, 272.06
537.78, 946.41, 20.04, 755.00, 454.10
536.90, 946.51, 20.03, 759.00, 239.94
536.90, 946.51, 20.03, 767.00, 291.57
537.16, 946.48, 20.03, 752.00, 203.80
537.60, 946.43, 20.03, 778.00, 291.57
537.60, 946.43, 20.03, 767.00, 291.57
537.34, 946.46, 20.04, 764.00, 255.00
537.16, 946.48, 20.03, 767.00, 255.00
537.42, 946.45, 20.03, 764.00, 291.57
537.34, 946.46, 20.03, 767.00, 239.94
537.42, 946.45, 20.03, 757.00, 272.06
537.42, 946.45, 20.01, 764.00, 239.94
537.42, 946.45, 20.01, 769.00, 272.06
537.07, 946.49, 20.02, 769.00, 291.57
537.16, 946.48, 20.01, 764.00, 185.18
537.51, 946.44, 20.02, 755.00, 272.06
537.07, 946.49, 20.02, 776.00, 314.07
536.98, 946.50, 20.03, 755.00, 272.06
537.16, 946.48, 20.01, 769.00, 226.55
537.34, 946.46, 20.00, 767.00, 255.00
536.81, 946.52, 20.02, 767.00, 185.18
536.90, 946.51, 20.01, 769.00, 226.55
536.81, 946.52, 20.02, 769.00, 291.57
536.90, 946.51, 20.02, 759.00, 272.06
536.81, 946.52, 20.02, 767.00, 214.58
537.16, 946.48, 20.01, 764.00, 314.07
537.16, 946.48, 20.03, 767.00, 255.00
537.07, 946.49, 20.02, 764.00, 272.06
537.25, 946.47, 20.01, 769.00, 272.06
537.07, 946.49, 20.02, 767.00, 255.00
537.42, 946.45, 20.01, 752.00, 408.59
537.42, 946.45, 20.01, 755.00, 214.58
537.25, 946.47, 20.02, 769.00, 272.06
537.07, 946.49, 20.00, 764.00, 291.57
537.25, 946.47, 20.02, 771.00, 291.57
537.42, 946.45, 20.01, 764.00, 291.57
537.42, 946.45, 20.01, 759.00, 291.57
537.42, 946.45, 20.01, 771.00, 291.57
537.16, 946.48, 20.00, 767.00, 272.06
537.42, 946.45, 20.01, 767.00, 272.06
537.87, 946.40, 20.01, 776.00, 255.00
537.42, 946.45, 20.01, 767.00, 255.00
537.34, 946.46, 20.00, 774.00, 255.00
537.87, 946.40, 19.99, 759.00, 291.57
537.78, 946.41, 20.00, 767.00, 255.00
537.07, 946.49, 20.00, 769.00, 371.36
537.51, 946.44, 20.00, 769.00, 239.94
537.69, 946.42, 19.99, 767.00, 272.06
537.07, 946.49, 19.99, 774.00, 408.59
537.16, 946.48, 19.99, 767.00, 239.94
537.60, 946.43, 20.00, 767.00, 226.55
537.42, 946.45, 19.99, 764.00, 203.80
537.51, 946.44, 19.99, 771.00, 272.06
537.34, 946.46, 20.00, 769.00, 291.57
537.69, 946.42, 19.99, 764.00, 272.06
537.87, 946.40, 19.99, 769.00, 255.00
537.69, 946.42, 19.99, 771.00, 272.06
537.87, 946.40, 20.00, 767.00, 255.00
537.34, 946.46, 20.00, 755.00, 291.57
537.42, 946.45, 19.99, 769.00, 255.00
537.87, 946.40, 19.99, 769.00, 255.00
537.34, 946.46, 20.00, 771.00, 226.55
537.34, 946.46, 20.00, 767.00, 272.06
537.25, 946.47, 19.99, 764.00, 255.00
538.22, 946.36, 19.99, 769.00, 255.00
537.51, 946.44, 19.99, 764.00, 255.00
537.34, 946.46, 20.00, 771.00, 255.00
537.95, 946.39, 19.99, 769.00, 255.00
537.25, 946.47, 19.99, 767.00, 255.00
537.60, 946.43, 19.99, 769.00, 371.36
537.51, 946.44, 19.99, 767.00, 291.57
537.69, 946.42, 19.99, 771.00, 291.57
537.78, 946.41, 19.99, 771.00, 255.00
537.34, 946.46, 19.99, 769.00, 226.55
537.25, 946.47, 19.99, 767.00, 255.00
537.51, 946.44, 19.99, 767.00, 272.06
537.51, 946.44, 19.97, 764.00, 272.06
537.51, 946.44, 19.99, 755.00, 371.36
537.69, 946.42, 19.99, 767.00, 255.00
536.98, 946.50, 19.99, 769.00, 255.00
537.51, 946.44, 19.99, 771.00, 291.57
537.60, 946.43, 19.99, 764.00, 255.00
537.42, 946.45, 19.99, 769.00, 255.00
537.69, 946.42, 19.99, 764.00, 291.57
537.60, 946.43, 19.99, 769.00, 194.04
537.87, 946.40, 20.00, 774.00, 291.57
537.69, 946.42, 19.99, 767.00, 340.33
537.87, 946.40, 19.98, 767.00, 272.06
537.69, 946.42, 19.99, 767.00, 255.00
537.60, 946.43, 19.99, 767.00, 371.36
537.60, 946.43, 19.98, 757.00, 272.06
536.98, 946.50, 19.99, 755.00, 272.06
537.25, 946.47, 19.98, 764.00, 291.57
537.78, 946.41, 19.97, 771.00, 272.06
537.95, 946.39, 19.98, 767.00, 291.57
537.78, 946.41, 19.99, 764.00, 272.06
537.60, 946.43, 19.99, 790.00, 272.06
537.51, 946.44, 19.97, 755.00, 272.06
537.25, 946.47, 19.98, 778.00, 255.00
537.60, 946.43, 19.98, 764.00, 255.00
537.34, 946.46, 19.99, 767.00, 255.00
537.25, 946.47, 19.98, 767.00, 291.57
536.81, 946.52, 19.99, 767.00, 314.07
537.42, 946.45, 19.98, 769.00, 291.57
537.42, 946.45, 19.98, 767.00, 255.00
537.42, 946.45, 19.98, 774.00, 272.06
537.60, 946.43, 19.98, 774.00, 255.00
537.51, 946.44, 19.97, 769.00, 291.57
537.16, 946.48, 19.98, 755.00, 255.00
537.42, 946.45, 19.99, 769.00, 255.00
537.69, 946.42, 19.99, 767.00, 291.57
537.60, 946.43, 19.98, 778.00, 272.06
537.87, 946.40, 19.98, 764.00, 255.00
537.42, 946.45, 19.99, 774.00, 291.57
537.42, 946.45, 19.98, 755.00, 272.06
537.51, 946.44, 19.99, 769.00, 291.57
537.69, 946.42, 19.98, 774.00, 255.00
536.98, 946.50, 19.99, 764.00, 291.57
537.87, 946.40, 19.98, 776.00, 291.57
537.16, 946.48, 19.98, 776.00, 272.06
537.78, 946.41, 19.97, 767.00, 291.57
537.60, 946.43, 19.98, 767.00, 291.57
537.16, 946.48, 19.98, 771.00, 314.07
537.95, 946.39, 19.97, 769.00, 272.06
537.60, 946.43, 19.97, 767.00, 226.55
537.60, 946.43, 19.99, 757.00, 272.06
536.98, 946.50, 19.99, 764.00, 255.00
537.34, 946.46, 19.99, 764.00, 255.00
537.60, 946.43, 19.97, 767.00, 255.00
537.07, 946.49, 19.97, 767.00, 272.06
537.34, 946.46, 19.99, 771.00, 291.57
537.42, 946.45, 19.98, 769.00, 214.58
537.34, 946.46, 19.99, 759.00, 291.57
537.16, 946.48, 19.98, 771.00, 255.00
537.42, 946.45, 19.98, 767.00, 340.33
537.25, 946.47, 19.98, 769.00, 272.06
537.16, 946.48, 19.98, 769.00, 272.06
537.60, 946.43, 19.97, 769.00, 272.06
537.87, 946.40, 19.96, 790.00, 291.57
537.34, 946.46, 19.99, 769.00, 291.57
537.69, 946.42, 19.96, 769.00, 272.06
537.78, 946.41, 19.99, 771.00, 291.57
537.78, 946.41, 19.97, 755.00, 255.00
537.60, 946.43, 19.99, 774.00, 255.00
537.16, 946.48, 19.98, 769.00, 255.00
537.78, 946.41, 19.97, 755.00, 454.10
537.51, 946.44, 19.97, 771.00, 272.06
537.34, 946.46, 19.99, 757.00, 239.94
537.69, 946.42, 19.94, 774.00, 291.57
537.42, 946.45, 19.96, 774.00, 255.00
537.95, 946.39, 19.97, 767.00, 255.00
537.78, 946.41, 19.99, 769.00, 255.00
537.51, 946.44, 19.97, 757.00, 272.06
537.87, 946.40, 19.95, 767.00, 272.06
537.16, 946.48, 19.97, 774.00, 255.00
537.60, 946.43, 19.97, 764.00, 226.55
536.72, 946.53, 19.98, 767.00, 408.59
537.51, 946.44, 19.97, 769.00, 340.33
537.60, 946.43, 19.95, 767.00, 272.06
537.87, 946.40, 19.96, 771.00, 272.06
536.90, 946.51, 19.95, 769.00, 255.00
537.60, 946.43, 19.97, 769.00, 255.00
537.16, 946.48, 19.98, 757.00, 408.59
537.16, 946.48, 19.97, 767.00, 291.57
537.69, 946.42, 19.98, 762.00, 272.06
537.25, 946.47, 19.97, 769.00, 272.06
537.87, 946.40, 19.95, 767.00, 255.00
537.16, 946.48, 19.97, 750.00, 291.57
537.25, 946.47, 19.97, 771.00, 291.57
536.81, 946.52, 19.97, 767.00, 272.06
537.42, 946.45, 19.98, 776.00, 239.94
537.34, 946.46, 19.97, 771.00, 272.06
537.69, 946.42, 19.96, 785.00, 255.00
537.25, 946.47, 19.98, 767.00, 255.00
537.25, 946.47, 19.98, 767.00, 272.06
537.60, 946.43, 19.97, 755.00, 255.00
537.34, 946.46, 19.97, 764.00, 255.00
537.07, 946.49, 19.97, 776.00, 255.00
537.25, 946.47, 19.97, 769.00, 169.66
538.04, 946.38, 19.95, 767.00, 291.57
537.51, 946.44, 19.97, 764.00, 272.06
537.51, 946.44, 19.96, 771.00, 291.57
537.07, 946.49, 19.97, 771.00, 272.06
537.95, 946.39, 19.94, 771.00, 272.06
537.51, 946.44, 19.96, 769.00, 371.36
537.34, 946.46, 19.95, 752.00, 185.18
538.13, 946.37, 19.96, 774.00, 371.36
537.25, 946.47, 19.97, 755.00, 255.00
537.78, 946.41, 19.95, 767.00, 255.00
537.60, 946.43, 19.97, 774.00, 272.06
537.42, 946.45, 19.98, 769.00, 272.06
537.16, 946.48, 19.96, 767.00, 272.06
537.78, 946.41, 19.95, 769.00, 194.04
537.87, 946.40, 19.96, 767.00, 291.57
537.16, 946.48, 19.97, 771.00, 272.06
537.51, 946.44, 19.95, 769.00, 226.55
537.60, 946.43, 19.97, 769.00, 272.06
536.81, 946.52, 19.97, 755.00, 291.57
537.60, 946.43, 19.95, 774.00, 272.06
537.16, 946.48, 19.97, 755.00, 291.57
537.69, 946.42, 19.96, 769.00, 203.80
538.22, 946.36, 19.96, 769.00, 226.55
537.51, 946.44, 19.96, 769.00, 272.06
537.95, 946.39, 19.94, 771.00, 255.00
537.42, 946.45, 19.94, 767.00, 255.00
537.42, 946.45, 19.94, 769.00, 291.57
537.69, 946.42, 19.96, 769.00, 255.00
537.34, 946.46, 19.95, 769.00, 291.57
537.60, 946.43, 19.97, 769.00, 239.94
537.34, 946.46, 19.95, 752.00, 239.94
537.42, 946.45, 19.94, 771.00, 371.36
537.42, 946.45, 19.96, 762.00, 255.00
537.51, 946.44, 19.95, 769.00, 291.57
537.51, 946.44, 19.95, 771.00, 371.36
538.04, 946.38, 19.95, 769.00, 255.00
537.87, 946.40, 19.95, 774.00, 272.06
537.69, 946.42, 19.96, 769.00, 239.94
538.04, 946.38, 19.95, 755.00, 255.00
537.95, 946.39, 19.94, 769.00, 272.06
537.42, 946.45, 19.96, 750.00, 255.00
537.34, 946.46, 19.97, 771.00, 255.00
537.51, 946.44, 19.96, 769.00, 291.57
537.25, 946.47, 19.96, 757.00, 272.06
537.34, 946.46, 19.95, 764.00, 291.57
537.42, 946.45, 19.95, 771.00, 255.00
537.51, 946.44, 19.96, 769.00, 226.55
537.51, 946.44, 19.96, 767.00, 314.07
537.16, 946.48, 19.97, 774.00, 255.00
538.48, 946.33, 19.94, 769.00, 454.10
537.42, 946.45, 19.95, 755.00, 239.94
538.31, 946.35, 19.93, 767.00, 272.06
537.25, 946.47, 19.94, 767.00, 408.59
537.60, 946.43, 19.95, 767.00, 314.07
537.42, 946.45, 19.95, 769.00, 408.59
537.95, 946.39, 19.92, 767.00, 239.94
537.78, 946.41, 19.95, 769.00, 272.06
537.95, 946.39, 19.94, 771.00, 291.57
537.60, 946.43, 19.95, 769.00, 255.00
537.60, 946.43, 19.93, 767.00, 255.00
537.42, 946.45, 19.95, 769.00, 272.06
537.60, 946.43, 19.95, 776.00, 272.06
537.60, 946.43, 19.93, 762.00, 291.57
537.95, 946.39, 19.94, 771.00, 272.06
537.78, 946.41, 19.92, 764.00, 291.57
537.25, 946.47, 19.94, 767.00, 272.06
537.69, 946.42, 19.96, 785.00, 291.57
537.34, 946.46, 19.93, 757.00, 291.57
536.98, 946.50, 19.96, 774.00, 291.57
538.22, 946.36, 19.95, 752.00, 226.55
537.95, 946.39, 19.94, 764.00, 272.06
537.78, 946.41, 19.94, 764.00, 272.06
537.42, 946.45, 19.95, 767.00, 272.06
537.95, 946.39, 19.94, 767.00, 255.00
537.95, 946.39, 19.94, 767.00, 291.57
537.60, 946.43, 19.95, 767.00, 291.57
537.60, 946.43, 19.95, 755.00, 408.59
536.81, 946.52, 19.95, 759.00, 272.06
537.69, 946.42, 19.94, 767.00, 255.00
537.69, 946.42, 19.94, 769.00, 291.57
537.51, 946.44, 19.94, 769.00, 255.00
537.60, 946.43, 19.95, 774.00, 272.06
537.69, 946.42, 19.94, 774.00, 255.00
537.60, 946.43, 19.95, 776.00, 291.57
537.34, 946.46, 19.95, 767.00, 291.57
537.87, 946.40, 19.95, 767.00, 239.94
537.78, 946.41, 19.93, 769.00, 291.57
537.95, 946.39, 19.94, 774.00, 272.06
537.51, 946.44, 19.92, 767.00, 255.00
537.95, 946.39, 19.94, 769.00, 291.57
537.42, 946.45, 19.94, 767.00, 255.00
537.16, 946.48, 19.95, 769.00, 371.36
537.87, 946.40, 19.95, 767.00, 291.57
537.69, 946.42, 19.94, 767.00, 291.57
537.87, 946.40, 19.95, 771.00, 255.00
537.87, 946.40, 19.95, 771.00, 255.00
537.42, 946.45, 19.95, 776.00, 255.00
537.78, 946.41, 19.94, 755.00, 272.06
537.42, 946.45, 19.94, 771.00, 272.06
537.87, 946.40, 19.95, 769.00, 291.57
537.42, 946.45, 19.94, 767.00, 272.06
537.78, 946.41, 19.94, 769.00, 255.00
537.34, 946.46, 19.93, 771.00, 214.58
537.42, 946.45, 19.94, 774.00, 255.00
537.95, 946.39, 19.94, 769.00, 255.00
537.69, 946.42, 19.94, 757.00, 255.00
537.51, 946.44, 19.94, 769.00, 272.06
537.69, 946.42, 19.94, 767.00, 255.00
537.60, 946.43, 19.93, 767.00, 194.04
537.34, 946.46, 19.93, 759.00, 239.94
537.60, 946.43, 19.93, 774.00, 291.57
537.69, 946.42, 19.94, 769.00, 255.00
536.98, 946.50, 19.94, 774.00, 291.57
537.07, 946.49, 19.94, 755.00, 255.00
537.25, 946.47, 19.92, 759.00, 255.00
537.69, 946.42, 19.92, 771.00, 255.00
537.69, 946.42, 19.94, 769.00, 272.06
537.78, 946.41, 19.93, 757.00, 255.00
537.60, 946.43, 19.95, 769.00, 255.00
537.25, 946.47, 19.94, 771.00, 272.06
537.34, 946.46, 19.93, 764.00, 408.59
537.51, 946.44, 19.94, 771.00, 371.36
537.42, 946.45, 19.94, 769.00, 255.00
537.25, 946.47, 19.94, 769.00, 255.00
537.60, 946.43, 19.95, 771.00, 255.00
537.16, 946.48, 19.95, 767.00, 291.57
537.95, 946.39, 19.92, 771.00, 226.55
537.42, 946.45, 19.94, 769.00, 255.00
537.69, 946.42, 19.92, 774.00, 255.00
537.25, 946.47, 19.92, 764.00, 255.00
537.25, 946.47, 19.94, 767.00, 371.36
537.42, 946.45, 19.95, 764.00, 272.06
537.87, 946.40, 19.95, 774.00, 255.00
537.69, 946.42, 19.94, 769.00, 291.57
537.95, 946.39, 19.94, 769.00, 291.57
537.42, 946.45, 19.94, 767.00, 255.00
537.42, 946.45, 19.94, 757.00, 255.00
537.51, 946.44, 19.92, 767.00, 255.00
536.90, 946.51, 19.95, 767.00, 291.57
537.25, 946.47, 19.94, 764.00, 272.06
537.25, 946.47, 19.94, 757.00, 291.57
536.98, 946.50, 19.94, 785.00, 272.06
537.69, 946.42, 19.94, 767.00, 255.00
537.42, 946.45, 19.93, 788.00, 272.06
537.87, 946.40, 19.93, 764.00, 255.00
536.81, 946.52, 19.94, 767.00, 408.59
537.95, 946.39, 19.94, 769.00, 291.57
537.07, 946.49, 19.94, 764.00, 291.57
536.90, 946.51, 19.95, 767.00, 255.00
537.07, 946.49, 19.94, 757.00, 255.00
537.25, 946.47, 19.94, 774.00, 255.00
537.69, 946.42, 19.94, 767.00, 255.00
537.78, 946.41, 19.94, 769.00, 371.36
537.25, 946.47, 19.94, 767.00, 272.06
537.42, 946.45, 19.94, 771.00, 255.00
537.51, 946.44, 19.94, 771.00, 272.06
537.42, 946.45, 19.93, 771.00, 272.06
538.39, 946.34, 19.92, 767.00, 239.94
537.78, 946.41, 19.94, 769.00, 255.00
537.78, 946.41, 19.92, 774.00, 340.33
537.78, 946.41, 19.94, 767.00, 371.36
537.51, 946.44, 19.94, 769.00, 291.57
537.60, 946.43, 19.93, 759.00, 272.06
537.42, 946.45, 19.94, 774.00, 255.00
537.42, 946.45, 19.94, 755.00, 291.57
537.25, 946.47, 19.94, 769.00, 291.57
537.78, 946.41, 19.94, 769.00, 291.57
537.51, 946.44, 19.92, 778.00, 255.00
537.25, 946.47, 19.94, 767.00, 255.00
537.51, 946.44, 19.92, 764.00, 255.00
537.51, 946.44, 19.94, 769.00, 255.00
537.69, 946.42, 19.92, 774.00, 226.55
537.25, 946.47, 19.94, 774.00, 291.57
537.25, 946.47, 19.94, 792.00, 272.06
537.07, 946.49, 19.93, 752.00, 255.00
537.25, 946.47, 19.94, 764.00, 408.59
537.25, 946.47, 19.94, 771.00, 255.00
537.34, 946.46, 19.93, 769.00, 291.57
537.51, 946.44, 19.94, 767.00, 255.00
537.51, 946.44, 19.94, 764.00, 255.00
537.07, 946.49, 19.93, 767.00, 226.55
537.34, 946.46, 19.93, 767.00, 291.57
537.42, 946.45, 19.94, 769.00, 272.06
537.34, 946.46, 19.93, 764.00, 255.00
537.60, 946.43, 19.93, 774.00, 255.00
537.95, 946.39, 19.94, 774.00, 255.00
537.34, 946.46, 19.93, 769.00, 255.00
537.34, 946.46, 19.93, 764.00, 255.00
537.69, 946.42, 19.92, 767.00, 408.59
537.87, 946.40, 19.92, 767.00, 340.33
537.60, 946.43, 19.93, 769.00, 226.55
538.04, 946.38, 19.92, 769.00, 272.06
537.60, 946.43, 19.93, 771.00, 291.57
537.34, 946.46, 19.93, 759.00, 272.06
537.60, 946.43, 19.93, 774.00, 239.94
537.60, 946.43, 19.93, 769.00, 272.06
536.98, 946.50, 19.94, 769.00, 272.06
537.60, 946.43, 19.93, 757.00, 272.06
538.04, 946.38, 19.93, 771.00, 272.06
537.16, 946.48, 19.93, 769.00, 291.57
537.07, 946.49, 19.93, 769.00, 291.57
537.34, 946.46, 19.93, 755.00, 314.07
536.90, 946.51, 19.93, 774.00, 194.04
537.34, 946.46, 19.92, 767.00, 255.00
537.16, 946.48, 19.93, 767.00, 214.58
537.07, 946.49, 19.93, 769.00, 255.00
537.16, 946.48, 19.93, 762.00, 272.06
537.60, 946.43, 19.92, 769.00, 255.00
537.51, 946.44, 19.92, 767.00, 272.06
537.60, 946.43, 19.92, 769.00, 255.00
538.04, 946.38, 19.92, 767.00, 255.00
537.42, 946.45, 19.93, 769.00, 272.06
538.04, 946.38, 19.92, 764.00, 314.07
537.16, 946.48, 19.93, 771.00, 408.59
537.60, 946.43, 19.92, 774.00, 272.06
537.34, 946.46, 19.93, 769.00, 255.00
537.34, 946.46, 19.92, 771.00, 272.06
537.42, 946.45, 19.93, 767.00, 255.00
537.60, 946.43, 19.93, 767.00, 291.57
536.81, 946.52, 19.92, 759.00, 255.00
537.07, 946.49, 19.92, 764.00, 291.57
537.07, 946.49, 19.94, 769.00, 272.06
536.98, 946.50, 19.93, 767.00, 291.57
537.51, 946.44, 19.92, 767.00, 255.00
537.34, 946.46, 19.90, 776.00, 272.06
537.69, 946.42, 19.92, 776.00, 255.00
536.98, 946.50, 19.92, 771.00, 272.06
537.16, 946.48, 19.93, 774.00, 194.04
537.16, 946.48, 19.93, 767.00, 291.57
536.98, 946.50, 19.92, 771.00, 255.00
536.98, 946.50, 19.92, 767.00, 291.57
537.07, 946.49, 19.91, 767.00, 255.00
537.78, 946.41, 19.92, 755.00, 272.06
537.34, 946.46, 19.92, 752.00, 226.55
537.69, 946.42, 19.91, 764.00, 255.00
537.34, 946.46, 19.93, 767.00, 291.57
537.25, 946.47, 19.92, 769.00, 214.58
536.98, 946.50, 19.92, 776.00, 272.06
538.04, 946.38, 19.92, 771.00, 255.00
537.07, 946.49, 19.93, 764.00, 340.33
537.87, 946.40, 19.90, 769.00, 255.00
537.34, 946.46, 19.92, 767.00, 272.06
537.87, 946.40, 19.93, 767.00, 239.94
537.51, 946.44, 19.92, 769.00, 291.57
537.87, 946.40, 19.92, 769.00, 255.00
537.42, 946.45, 19.91, 774.00, 291.57
537.69, 946.42, 19.92, 767.00, 272.06
537.51, 946.44, 19.92, 771.00, 255.00
537.87, 946.40, 19.91, 769.00, 291.57
537.95, 946.39, 19.92, 774.00, 291.57
537.34, 946.46, 19.92, 767.00, 272.06
537.95, 946.39, 19.92, 778.00, 255.00
536.98, 946.50, 19.92, 769.00, 291.57
537.78, 946.41, 19.92, 767.00, 408.59
537.60, 946.43, 19.90, 767.00, 239.94
537.78, 946.41, 19.92, 767.00, 177.08
537.51, 946.44, 19.91, 769.00, 239.94
537.51, 946.44, 19.91, 769.00, 255.00
538.04, 946.38, 19.90, 769.00, 272.06
537.78, 946.41, 19.91, 769.00, 255.00
537.16, 946.48, 19.92, 767.00, 255.00
537.34, 946.46, 19.92, 767.00, 408.59
537.60, 946.43, 19.90, 778.00, 185.18
537.51, 946.44, 19.92, 767.00, 314.07
537.42, 946.45, 19.90, 767.00, 255.00
537.25, 946.47, 19.92, 769.00, 255.00
537.60, 946.43, 19.92, 767.00, 255.00
537.34, 946.46, 19.92, 774.00, 314.07
537.60, 946.43, 19.92, 764.00, 255.00
537.60, 946.43, 19.90, 767.00, 255.00
537.51, 946.44, 19.91, 767.00, 177.08
537.78, 946.41, 19.90, 767.00, 272.06
536.98, 946.50, 19.92, 755.00, 255.00
537.42, 946.45, 19.91, 767.00, 291.57
537.25, 946.47, 19.91, 776.00, 291.57
537.34, 946.46, 19.92, 764.00, 226.55
537.34, 946.46, 19.92, 769.00, 272.06
537.25, 946.47, 19.91, 771.00, 291.57
537.25, 946.47, 19.91, 767.00, 272.06
537.07, 946.49, 19.90, 769.00, 291.57
537.60, 946.43, 19.90, 764.00, 255.00
537.34, 946.46, 19.92, 769.00, 226.55
537.42, 946.45, 19.91, 771.00, 272.06
537.78, 946.41, 19.91, 767.00, 255.00
537.95, 946.39, 19.89, 767.00, 291.57
537.25, 946.47, 19.91, 767.00, 291.57
537.42, 946.45, 19.91, 769.00, 255.00
537.25, 946.47, 19.91, 755.00, 272.06
537.07, 946.49, 19.92, 788.00, 255.00
537.42, 946.45, 19.91, 771.00, 371.36
537.51, 946.44, 19.89, 769.00, 291.57
537.34, 946.46, 19.90, 757.00, 291.57
537.25, 946.47, 19.91, 774.00, 291.57
537.87, 946.40, 19.91, 759.00, 226.55
537.42, 946.45, 19.91, 776.00, 255.00
537.78, 946.41, 19.91, 771.00, 272.06
537.42, 946.45, 19.91, 776.00, 272.06
537.34, 946.46, 19.92, 769.00, 239.94
537.16, 946.48, 19.90, 769.00, 226.55
537.69, 946.42, 19.91, 767.00, 272.06
537.34, 946.46, 19.88, 774.00, 291.57
537.42, 946.45, 19.90, 764.00, 291.57
537.78, 946.41, 19.89, 764.00, 291.57
537.60, 946.43, 19.90, 767.00, 226.55
537.07, 946.49, 19.91, 769.00, 255.00
537.34, 946.46, 19.90, 774.00, 272.06
537.60, 946.43, 19.90, 771.00, 255.00
537.42, 946.45, 19.89, 769.00, 255.00
537.34, 946.46, 19.90, 767.00, 291.57
537.60, 946.43, 19.90, 767.00, 255.00
537.60, 946.43, 19.90, 771.00, 255.00
537.60, 946.43, 19.88, 769.00, 255.00
537.42, 946.45, 19.90, 764.00, 255.00
537.51, 946.44, 19.89, 764.00, 255.00
537.69, 946.42, 19.89, 767.00, 272.06
537.25, 946.47, 19.89, 776.00, 255.00
537.25, 946.47, 19.91, 755.00, 255.00
537.87, 946.40, 19.90, 769.00, 255.00
537.42, 946.45, 19.90, 774.00, 239.94
537.07, 946.49, 19.90, 767.00, 272.06
537.60, 946.43, 19.90, 769.00, 239.94
536.90, 946.51, 19.90, 767.00, 272.06
537.60, 946.43, 19.90, 767.00, 255.00
537.51, 946.44, 19.89, 776.00, 291.57
537.42, 946.45, 19.90, 771.00, 239.94
537.34, 946.46, 19.90, 767.00, 291.57
537.42, 946.45, 19.89, 771.00, 314.07
537.07, 946.49, 19.90, 769.00, 272.06
537.42, 946.45, 19.90, 767.00, 272.06
537.60, 946.43, 19.90, 769.00, 255.00
537.69, 946.42, 19.88, 774.00, 272.06
537.42, 946.45, 19.90, 755.00, 272.06
537.60, 946.43, 19.87, 776.00, 371.36
538.39, 946.34, 19.88, 767.00, 255.00
537.25, 946.47, 19.89, 759.00, 255.00
537.69, 946.42, 19.88, 762.00, 291.57
537.42, 946.45, 19.89, 767.00, 291.57
536.90, 946.51, 19.90, 764.00, 255.00
537.51, 946.44, 19.89, 769.00, 177.08
538.04, 946.38, 19.88, 771.00, 291.57
537.95, 946.39, 19.89, 771.00, 314.07
